Time [s],Heat flux [W],,,
,,,Time,experiment heatflux
,,,4274.767,-201.1294
,,,4275.836,-205.806
,,,4276.895,-197.2338
,,,4277.959,-197.6415
,,,4279.029,-203.3757
,,,4280.1,-199.0759
,,,4281.166,-199.21
,,,4282.228,-197.8428
,,,4283.286,-196.1421
,,,4284.36,-197.6265
,,,4285.443,-201.2393
,,,4286.502,-203.5809
,,,4287.554,-199.3416
,,,4288.614,-200.6017
,,,4289.674,-199.7883
,,,4290.745,-196.5868
,,,4291.805,-201.0302
,,,4292.86,-198.2099
,,,4293.918,-195.358
,,,4294.978,-198.0236
,,,4296.037,-195.4075
,,,4297.113,-197.8218
,,,4298.171,-196.2944
,,,4299.243,-198.2487
,,,4300.302,-193.501
,,,4301.362,-194.0285
,,,4302.413,-190.2492
,,,4303.482,-195.757
,,,4304.535,-195.455
,,,4305.596,-201.4484
,,,4306.654,-193.4083
,,,4307.71,-192.421
,,,4308.779,-198.0541
,,,4309.838,-189.8697
,,,4310.912,-197.4406
,,,4311.973,-198.0628
,,,4313.045,-197.7151
,,,4314.118,-194.963
,,,4315.194,-189.9173
,,,4316.252,-188.1347
,,,4317.313,-195.6197
,,,4318.365,-189.4326
,,,4319.425,-192.441
,,,4320.494,-183.3097
,,,4321.564,-192.1583
,,,4322.616,-189.7898
,,,4323.686,-190.1986
,,,4324.744,-188.9748
,,,4325.802,-198.6618
,,,4326.859,-190.5229
,,,4327.911,-194.0338
,,,4328.974,-190.3282
,,,4330.039,-190.2797
,,,4331.114,-189.3346
,,,4332.183,-195.9043
,,,4333.246,-190.9338
,,,4334.305,-190.0613
,,,4335.358,-193.2428
,,,4336.413,-196.1204
,,,4337.464,-187.1467
,,,4338.52,-188.4388
,,,4339.583,-188.4689
,,,4340.646,-188.7785
,,,4341.707,-191.9454
,,,4342.76,-187.0422
,,,4343.821,-187.3515
,,,4344.892,-183.7553
,,,4345.952,-191.5132
,,,4347.023,-189.1019
,,,4348.082,-188.374
,,,4349.141,-187.3591
,,,4350.205,-191.1474
,,,4351.266,-194.1777
,,,4352.323,-187.3274
,,,4353.374,-185.2629
,,,4354.424,-185.8227
,,,4355.477,-187.6058
,,,4356.534,-186.9911
,,,4357.584,-183.168
,,,4358.636,-188.2018
,,,4359.709,-181.1811
,,,4360.766,-185.9345
,,,4361.818,-184.2489
,,,4362.871,-187.0159
,,,4363.926,-184.7312
,,,4364.978,-187.749
,,,4366.04,-182.2046
,,,4367.095,-184.2358
,,,4368.15,-178.7945
,,,4369.203,-186.1369
,,,4370.262,-183.4018
,,,4371.315,-182.8667
,,,4372.366,-183.2654
,,,4373.43,-184.7911
,,,4374.487,-181.6191
,,,4375.549,-179.174
,,,4376.617,-185.4365
,,,4377.671,-177.5891
,,,4378.74,-182.0355
,,,4379.797,-177.516
,,,4380.866,-180.7497
,,,4381.937,-180.0496
,,,4383,-177.4146
,,,4384.06,-179.2835
,,,4385.113,-180.0117
,,,4386.171,-176.1995
,,,4387.23,-174.6819
,,,4388.29,-180.4249
,,,4389.35,-184.7199
,,,4390.409,-180.6046
,,,4391.475,-179.1762
,,,4392.527,-174.5226
,,,4393.588,-177.7926
,,,4394.648,-175.0535
,,,4395.707,-174.9168
,,,4396.772,-172.2799
,,,4397.826,-178.2308
,,,4398.882,-179.567
,,,4399.942,-175.7895
,,,4400.998,-174.1175
,,,4402.056,-171.4619
,,,4403.108,-175.929
,,,4404.172,-175.7288
,,,4405.231,-174.3667
,,,4406.299,-172.2405
,,,4407.352,-172.6484
,,,4408.418,-177.2928
,,,4409.487,-163.6018
,,,4410.545,-177.6063
,,,4411.609,-177.7312
,,,4412.662,-169.3492
,,,4413.721,-174.5605
,,,4414.783,-172.7135
,,,4415.844,-173.7439
,,,4416.901,-172.4312
,,,4417.954,-163.306
,,,4419.018,-163.377
,,,4420.088,-171.4556
,,,4421.148,-165.0879
,,,4422.207,-172.3645
,,,4423.266,-169.0738
,,,4424.335,-170.2612
,,,4425.398,-172.17
,,,4426.469,-173.3316
,,,4427.521,-171.5391
,,,4428.585,-166.0122
,,,4429.653,-172.6771
,,,4430.715,-170.1849
,,,4431.782,-174.3582
,,,4432.834,-165.9261
,,,4433.903,-164.2315
,,,4434.983,-174.9086
,,,4436.042,-168.2421
,,,4437.094,-169.1581
,,,4438.156,-168.5994
,,,4439.231,-164.8463
,,,4440.284,-162.4891
,,,4441.359,-168.0875
,,,4442.411,-164.6424
,,,4443.487,-165.1471
,,,4444.55,-168.6188
,,,4445.621,-165.3446
,,,4446.678,-165.7856
,,,4447.741,-170.4704
,,,4448.804,-169.4774
,,,4449.875,-158.2232
,,,4450.928,-166.0624
,,,4451.999,-167.0857
,,,4453.056,-163.4079
,,,4454.128,-168.0603
,,,4455.197,-158.8307
,,,4456.249,-166.4152
,,,4457.32,-162.1142
,,,4458.389,-165.2449
,,,4459.453,-162.5173
,,,4460.523,-166.178
,,,4461.575,-158.2986
,,,4462.638,-159.6392
,,,4463.696,-164.9658
,,,4464.755,-159.7363
,,,4465.826,-157.1192
,,,4466.887,-158.1799
,,,4467.939,-161.304
,,,4469.002,-160.3792
,,,4470.061,-160.2171
,,,4471.124,-159.2851
,,,4472.195,-161.0386
,,,4473.265,-161.3992
,,,4474.339,-159.2144
,,,4475.406,-153.6342
,,,4476.477,-161.6846
,,,4477.53,-154.6126
,,,4478.599,-163.019
,,,4479.655,-157.4777
,,,4480.724,-160.4621
,,,4481.784,-157.8934
,,,4482.836,-159.2562
,,,4483.905,-157.0054
,,,4484.967,-159.3604
,,,4486.028,-156.3894
,,,4487.103,-158.221
,,,4488.175,-150.995
,,,4489.233,-153.4866
,,,4490.307,-154.3931
,,,4491.367,-153.0642
,,,4492.419,-155.8365
,,,4493.488,-156.1392
,,,4494.566,-151.6947
,,,4495.626,-151.2882
,,,4496.708,-152.6834
,,,4497.759,-157.7361
,,,4498.832,-156.8015
,,,4499.891,-152.962
,,,4500.948,-155.7907
,,,4502.011,-153.6254
,,,4503.063,-152.0611
,,,4504.133,-151.482
,,,4505.192,-154.9069
,,,4506.264,-152.4297
,,,4507.326,-152.4602
,,,4508.401,-154.3456
,,,4509.473,-156.2739
,,,4510.531,-152.2435
,,,4511.6,-151.9483
,,,4512.651,-155.2152
,,,4513.71,-145.396
,,,4514.78,-155.2292
,,,4515.838,-155.4456
,,,4516.905,-152.8265
,,,4517.958,-151.2217
,,,4519.017,-152.3597
,,,4520.091,-148.1368
,,,4521.152,-156.688
,,,4522.213,-156.1764
,,,4523.275,-149.9631
,,,4524.335,-155.1213
,,,4525.396,-149.6167
,,,4526.569,-148.2165
,,,4527.62,-148.1264
,,,4528.685,-146.5849
,,,4529.747,-148.991
,,,4530.804,-153.0153
,,,4531.862,-146.6441
,,,4532.913,-149.1683
,,,4533.983,-146.7447
,,,4535.045,-148.9032
,,,4536.115,-148.6812
,,,4537.175,-147.6031
,,,4538.244,-148.0553
,,,4539.316,-144.5469
,,,4540.375,-146.171
,,,4541.435,-144.8701
,,,4542.488,-150.0014
,,,4543.565,-145.4063
,,,4544.644,-153.4124
,,,4545.706,-143.3102
,,,4546.77,-141.4621
,,,4547.835,-142.5991
,,,4548.899,-140.2421
,,,4549.952,-142.94
,,,4551.021,-142.7741
,,,4552.094,-135.4788
,,,4553.17,-143.0384
,,,4554.24,-141.0717
,,,4555.3,-141.4228
,,,4556.37,-145.2537
,,,4557.421,-143.1207
,,,4558.488,-145.2983
,,,4559.556,-141.3312
,,,4560.616,-143.3432
,,,4561.687,-142.7158
,,,4562.745,-144.3385
,,,4563.798,-141.9816
,,,4564.869,-141.3482
,,,4565.925,-138.3334
,,,4566.981,-140.4692
,,,4568.033,-140.6859
,,,4569.1,-142.7991
,,,4570.165,-140.3386
,,,4571.238,-138.4507
,,,4572.314,-140.9703
,,,4573.374,-142.6651
,,,4574.446,-142.0466
,,,4575.505,-143.3438
,,,4576.558,-143.0145
,,,4577.61,-139.1775
,,,4578.673,-140.2112
,,,4579.739,-133.1842
,,,4580.814,-139.2
,,,4581.877,-136.3308
,,,4582.935,-140.2679
,,,4584.008,-138.2756
,,,4585.087,-140.2832
,,,4586.146,-139.0164
,,,4587.216,-139.8655
,,,4588.285,-135.8222
,,,4589.361,-137.2571
,,,4590.436,-138.8756
,,,4591.508,-136.667
,,,4592.565,-138.2152
,,,4593.636,-138.0166
,,,4594.715,-135.0849
,,,4595.789,-137.3424
,,,4596.842,-133.5555
,,,4597.907,-138.9736
,,,4598.962,-137.8463
,,,4600.013,-139.2906
,,,4601.064,-137.6856
,,,4602.124,-134.1816
,,,4603.178,-139.2356
,,,4604.23,-136.5898
,,,4605.281,-136.5748
,,,4606.333,-131.5759
,,,4607.386,-135.6211
,,,4608.438,-137.0381
,,,4609.508,-136.0926
,,,4610.559,-136.7025
,,,4611.627,-133.0274
,,,4612.724,-136.4962
,,,4613.777,-132.0794
,,,4614.835,-134.4412
,,,4615.893,-135.329
,,,4616.966,-129.8426
,,,4618.021,-130.947
,,,4619.093,-133.2198
,,,4620.153,-136.0614
,,,4621.214,-129.8472
,,,4622.273,-135.2069
,,,4623.338,-135.3011
,,,4624.409,-134.0161
,,,4625.469,-131.2525
,,,4626.522,-130.6524
,,,4627.579,-128.4372
,,,4628.64,-133.9941
,,,4629.699,-131.8483
,,,4630.751,-133.126
,,,4631.808,-131.5274
,,,4632.86,-127.3334
,,,4633.918,-133.3694
,,,4634.975,-126.6744
,,,4636.05,-131.6274
,,,4637.109,-128.8499
,,,4638.177,-126.6575
,,,4639.232,-128.0072
,,,4640.303,-130.2918
,,,4641.372,-128.9539
,,,4642.427,-129.2427
,,,4643.487,-125.7952
,,,4644.547,-127.3128
,,,4645.615,-123.578
,,,4646.677,-125.8463
,,,4647.73,-132.9604
,,,4648.789,-130.0829
,,,4649.858,-124.751
,,,4650.938,-127.8839
,,,4652.007,-130.062
,,,4653.061,-127.446
,,,4654.13,-125.8982
,,,4655.188,-130.8733
,,,4656.264,-128.7418
,,,4657.327,-125.1203
,,,4658.387,-126.8113
,,,4659.446,-130.1082
,,,4660.504,-122.7694
,,,4661.568,-127.0422
,,,4662.62,-125.4797
,,,4663.677,-129.2
,,,4664.748,-128.1965
,,,4665.82,-124.3291
,,,4666.894,-124.8814
,,,4667.951,-126.6708
,,,4669.021,-124.3718
,,,4670.081,-126.103
,,,4671.16,-122.027
,,,4672.231,-55.7535
,,,4673.29,-13.9141
,,,4674.357,-9.6742
,,,4675.416,-8.6912
,,,4676.471,-8.1907
,,,4677.521,-7.854
,,,4678.581,-7.5059
,,,4679.644,-7.3648
,,,4680.721,-7.1874
,,,4681.779,-7.1896
,,,4682.832,-7.1691
,,,4683.895,-7.0849
,,,4684.947,-7.0394
,,,4685.998,-6.9302
,,,4687.062,-6.7869
,,,4688.136,-6.7277
,,,4689.198,-6.7755
,,,4690.257,-6.9165
,,,4691.322,-6.7095
,,,4692.373,-6.7413
,,,4693.435,-6.6617
,,,4694.504,-6.7049
,,,4695.574,-6.4979
,,,4696.647,-6.4865
,,,4697.701,-6.4956
,,,4698.769,-6.4956
,,,4699.839,-6.4933
,,,4700.896,-6.4683
,,,4701.959,-6.4251
,,,4703.011,-6.375
,,,4704.08,-6.3977
,,,4705.139,-6.4432
,,,4706.201,-6.4182
,,,4707.26,-6.3954
,,,4708.331,-6.4659
,,,4709.407,-6.5251
,,,4710.485,-6.5705
,,,4711.549,-6.5159
,,,4712.602,-6.4113
,,,4713.664,-6.6592
,,,4714.726,-6.5592
,,,4715.782,-6.6091
,,,4716.853,-6.6319
,,,4717.909,-6.7047
,,,4718.97,-6.484
,,,4720.026,-6.7387
,,,4721.099,-6.7206
,,,4722.169,-6.7137
,,,4723.223,-6.6955
,,,4724.29,-6.5795
,,,4725.36,-6.7524
,,,4726.415,-6.6409
,,,4727.467,-6.7
,,,4728.539,-6.6204
,,,4729.608,-6.6591
,,,4730.669,-6.6818
,,,4731.72,-6.7114
,,,4732.771,-6.6977
,,,4733.841,-6.6613
,,,4734.901,-6.7204
,,,4735.973,-6.75
,,,4737.043,-6.7363
,,,4738.108,-6.6772
,,,4739.18,-6.6453
,,,4740.249,-6.684
,,,4741.321,-6.6317
,,,4742.382,-6.684
,,,4743.451,-6.7477
,,,4744.514,-6.7363
,,,4745.585,-6.5976
,,,4746.646,-6.5748
,,,4747.703,-6.6453
,,,4748.779,-6.5157
,,,4749.85,-6.6703
,,,4750.908,-6.5794
,,,4751.982,-6.5975
,,,4753.033,-6.5975
,,,4754.091,-6.6293
,,,4755.162,-6.5293
,,,4756.236,-6.5929
,,,4757.293,-6.5793
,,,4758.363,-6.5725
,,,4759.422,-6.6475
,,,4760.482,-6.718
,,,4761.542,-6.5633
,,,4762.599,-6.5519
,,,4763.67,-6.6407
,,,4764.73,-6.5497
,,,4765.79,-6.5315
,,,4766.851,-6.536
,,,4767.902,-6.6634
,,,4768.962,-6.5747
,,,4770.02,-6.5042
,,,4771.089,-6.5838
,,,4772.161,-6.5701
,,,4773.221,-6.6633
,,,4774.28,-6.727
,,,4775.349,-6.7156
,,,4776.424,-6.727
,,,4777.476,-6.6724
,,,4778.537,-6.6201
,,,4779.606,-6.6656
,,,4780.665,-6.6337
,,,4781.725,-6.636
,,,4782.777,-6.636
,,,4783.844,-6.6337
,,,4784.915,-6.4995
,,,4785.991,-6.6223
,,,4787.064,-6.57
,,,4788.127,-6.6519
,,,4789.198,-6.645
,,,4790.259,-6.7679
,,,4791.331,-6.6087
,,,4792.383,-6.8292
,,,4793.454,-6.7156
,,,4794.521,-6.67
,,,4795.583,-6.7064
,,,4796.641,-6.7223
,,,4797.696,-6.686
,,,4798.758,-6.6951
,,,4799.823,-6.7223
,,,4800.891,-6.7769
,,,4801.944,-6.7223
,,,4803,-6.7041
,,,4804.065,-6.6973
,,,4805.134,-6.7337
,,,4806.204,-6.7928
,,,4807.266,-6.8974
,,,4808.345,-6.7951
,,,4809.419,-6.7268
,,,4810.491,-6.7132
,,,4811.568,-6.6927
,,,4812.624,-6.7587
,,,4813.695,-6.645
,,,4814.752,-6.8451
,,,4815.824,-6.8496
,,,4816.898,-6.7609
,,,4817.955,-6.6813
,,,4819.01,-6.7518
,,,4820.069,-6.8155
,,,4821.123,-6.8018
,,,4822.175,-6.7881
,,,4823.228,-6.7131
,,,4824.282,-6.8428
,,,4825.346,-6.6813
,,,4826.415,-6.8814
,,,4827.466,-6.7109
,,,4828.536,-6.7108
,,,4829.615,-6.8382
,,,4830.681,-6.654
,,,4831.751,-6.7654
,,,4832.827,-6.6858
,,,4833.887,-6.7517
